Origin,Destination,FlightDate,DollarFare,DollarTax,DollarTotal,IsDomesticRoute,MarketID,GeographicRegionId,Type1,Type2,Type3,Type4,Type5
JFK,ABQ,2/1/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/31/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/29/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/28/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/25/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/24/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/22/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/21/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/18/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/17/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/15/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/14/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/11/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/10/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/8/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,1/7/2016 19:55,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,12/14/2015 20:05,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,12/13/2015 20:05,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,12/11/2015 20:05,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,12/10/2015 20:05,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,12/7/2015 20:05,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,12/6/2015 20:05,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,12/4/2015 20:05,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,12/3/2015 20:05,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,11/22/2015 20:02,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,11/19/2015 20:02,123.99,21.77,145.76,1,4,10,0,0,0,0,0
JFK,ABQ,11/20/2015 20:02,138.99,22.81,161.8,1,4,10,0,0,0,0,0
JFK,ABQ,11/16/2015 20:05,138.99,22.81,161.8,1,4,10,0,0,0,0,0
JFK,ABQ,11/15/2015 20:05,138.99,22.81,161.8,1,4,10,0,0,0,0,0
JFK,ABQ,11/13/2015 20:05,138.99,22.81,161.8,1,4,10,0,0,0,0,0
JFK,ABQ,11/12/2015 20:05,138.99,22.81,161.8,1,4,10,0,0,0,0,0
JFK,ABQ,2/14/2016 20:00,158.99,24.21,183.2,1,4,10,0,0,0,0,0
JFK,ABQ,2/15/2016 20:00,178.99,25.6,204.59,1,4,10,0,0,0,0,0
JFK,ABQ,1/4/2016 20:00,178.99,25.6,204.59,1,4,10,0,0,0,0,0
JFK,ABQ,1/1/2016 20:00,178.99,25.6,204.59,1,4,10,0,0,0,0,0
JFK,ABQ,12/30/2015 20:00,178.99,25.6,204.59,1,4,10,0,0,0,0,0
JFK,ABQ,12/28/2015 20:00,178.99,25.6,204.59,1,4,10,0,0,0,0,0
JFK,ABQ,12/17/2015 20:05,178.99,25.6,204.59,1,4,10,0,0,0,0,0
JFK,ABQ,11/23/2015 20:02,178.99,25.6,204.59,1,4,10,0,0,0,0,0
JFK,ABQ,2/11/2016 20:00,208.99,27.7,236.69,1,4,10,0,0,0,0,0
JFK,ABQ,12/31/2015 20:00,208.99,27.7,236.69,1,4,10,0,0,0,0,0
JFK,ABQ,12/1/2015 20:02,208.99,27.7,236.69,1,4,10,0,0,0,0,0
JFK,ABQ,11/30/2015 20:02,208.99,27.7,236.69,1,4,10,0,0,0,0,0
JFK,ABQ,11/27/2015 20:02,208.99,27.7,236.69,1,4,10,0,0,0,0,0
JFK,ABQ,11/9/2015 20:05,208.99,27.7,236.69,1,4,10,0,0,0,0,0
JFK,ABQ,11/5/2015 20:05,208.99,27.7,236.69,1,4,10,0,0,0,0,0
JFK,ABQ,12/29/2015 20:00,247.98,30.42,278.4,1,4,10,0,0,0,0,0
JFK,ABQ,12/25/2015 20:00,247.98,30.42,278.4,1,4,10,0,0,0,0,0
JFK,ABQ,12/20/2015 20:00,247.98,30.42,278.4,1,4,10,0,0,0,0,0
JFK,ABQ,12/19/2015 20:00,247.98,30.42,278.4,1,4,10,0,0,0,0,0
JFK,ABQ,12/18/2015 20:00,247.98,30.42,278.4,1,4,10,0,0,0,0,0
JFK,ABQ,1/3/2016 20:00,256.97,31.04,288.01,1,4,10,0,0,0,0,0
JFK,ABQ,1/2/2016 20:00,256.97,31.04,288.01,1,4,10,0,0,0,0,0
JFK,ABQ,12/27/2015 20:00,279.18,32.59,311.77,1,4,10,0,0,0,0,0
JFK,ABQ,12/24/2015 20:00,279.18,32.59,311.77,1,4,10,0,0,0,0,0
JFK,ABQ,12/21/2015 20:00,279.18,32.59,311.77,1,4,10,0,0,0,0,0
JFK,ABQ,11/24/2015 20:02,279.18,32.59,311.77,1,4,10,0,0,0,0,0
JFK,ABQ,12/26/2015 20:00,289.38,33.31,322.69,1,4,10,0,0,0,0,0
JFK,ABQ,11/2/2015 20:05,308.99,34.67,343.66,1,4,10,0,0,0,0,0
JFK,ABQ,11/1/2015 20:05,308.99,34.67,343.66,1,4,10,0,0,0,0,0
JFK,ABQ,10/30/2015 20:05,308.99,34.67,343.66,1,4,10,0,0,0,0,0
JFK,ABQ,11/28/2015 20:02,320.79,35.5,356.29,1,4,10,0,0,0,0,0
JFK,ABQ,11/25/2015 20:02,320.79,35.5,356.29,1,4,10,0,0,0,0,0
JFK,ABQ,12/22/2015 20:00,362.39,38.4,400.79,1,4,10,0,0,0,0,0
JFK,ABQ,2/12/2016 20:00,375.78,39.33,415.11,1,4,10,0,0,0,0,0
JFK,ABQ,11/29/2015 20:02,375.78,39.33,415.11,1,4,10,0,0,0,0,0
JFK,ABQ,10/29/2015 20:05,388.98,40.25,429.23,1,4,10,0,0,0,0,0
JFK,ABQ,12/23/2015 20:00,418.97,42.35,461.32,1,4,10,0,0,0,0,0
MCO,ALB,2/10/2016 12:49,88.1,19.26,107.36,1,0,0,0,0,0,0,0
MCO,ALB,2/9/2016 12:49,88.1,19.26,107.36,1,0,0,0,0,0,0,0
MCO,ALB,2/3/2016 12:49,88.1,19.26,107.36,1,0,0,0,0,0,0,0
MCO,ALB,2/2/2016 12:49,88.1,19.26,107.36,1,0,0,0,0,0,0,0
MCO,ALB,1/27/2016 12:49,88.1,19.26,107.36,1,0,0,0,0,0,0,0
MCO,ALB,1/26/2016 12:49,88.1,19.26,107.36,1,0,0,0,0,0,0,0
MCO,ALB,1/23/2016 12:49,88.1,19.26,107.36,1,0,0,0,0,0,0,0
MCO,ALB,1/20/2016 12:49,88.1,19.26,107.36,1,0,0,0,0,0,0,0
MCO,ALB,1/13/2016 12:49,88.1,19.26,107.36,1,0,0,0,0,0,0,0
MCO,ALB,1/9/2016 12:49,88.1,19.26,107.36,1,0,0,0,0,0,0,0
MCO,ALB,1/6/2016 12:49,88.1,19.26,107.36,1,0,0,0,0,0,0,0
FLL,ALB,2/10/2016 9:10,89,19.33,108.33,1,0,0,0,0,0,0,0
FLL,ALB,2/3/2016 9:10,89,19.33,108.33,1,0,0,0,0,0,0,0
FLL,ALB,2/2/2016 9:10,89,19.33,108.33,1,0,0,0,0,0,0,0
FLL,ALB,1/27/2016 9:10,89,19.33,108.33,1,0,0,0,0,0,0,0
FLL,ALB,1/26/2016 9:10,89,19.33,108.33,1,0,0,0,0,0,0,0
FLL,ALB,1/23/2016 8:58,89,19.33,108.33,1,0,0,0,0,0,0,0
FLL,ALB,1/20/2016 9:10,89,19.33,108.33,1,0,0,0,0,0,0,0
FLL,ALB,1/13/2016 9:10,89,19.33,108.33,1,0,0,0,0,0,0,0
FLL,ALB,1/12/2016 9:10,89,19.33,108.33,1,0,0,0,0,0,0,0
FLL,ALB,1/9/2016 8:58,89,19.33,108.33,1,0,0,0,0,0,0,0
FLL,ALB,12/12/2015 9:00,89,19.33,108.33,1,0,0,0,0,0,0,0
MCO,ALB,2/25/2016 12:50,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,2/15/2016 12:27,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,2/11/2016 12:27,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,2/8/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,2/6/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,2/4/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,2/1/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,1/30/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,1/28/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,1/25/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,1/21/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,1/14/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,1/12/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,1/11/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,1/7/2016 12:49,98.1,19.96,118.06,1,0,0,0,0,0,0,0
MCO,ALB,12/12/2015 12:48,98.1,19.96,118.06,1,0,0,0,0,0,0,0
FLL,ALB,2/25/2016 10:20,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,2/16/2016 10:34,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,2/13/2016 10:34,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,2/11/2016 10:34,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,2/9/2016 9:10,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,2/8/2016 9:10,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,2/4/2016 9:10,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,2/1/2016 9:10,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,1/30/2016 8:58,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,1/28/2016 9:10,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,1/25/2016 9:10,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,1/21/2016 9:10,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,1/19/2016 9:10,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,1/14/2016 9:10,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,1/11/2016 9:10,98.99,20.02,119.01,1,0,0,0,0,0,0,0
FLL,ALB,1/7/2016 9:10,98.99,20.02,119.01,1,0,0,0,0,0,0,0
MCO,ALB,2/26/2016 12:50,105.1,20.45,125.55,1,0,0,0,0,0,0,0
MCO,ALB,2/12/2016 12:27,105.1,20.45,125.55,1,0,0,0,0,0,0,0
MCO,ALB,2/5/2016 12:49,105.1,20.45,125.55,1,0,0,0,0,0,0,0
MCO,ALB,1/29/2016 12:49,105.1,20.45,125.55,1,0,0,0,0,0,0,0
MCO,ALB,1/22/2016 12:49,105.1,20.45,125.55,1,0,0,0,0,0,0,0
MCO,ALB,1/15/2016 12:49,105.1,20.45,125.55,1,0,0,0,0,0,0,0
MCO,ALB,1/8/2016 12:49,105.1,20.45,125.55,1,0,0,0,0,0,0,0
MCO,ALB,12/25/2015 13:40,105.1,20.45,125.55,1,0,0,0,0,0,0,0
MCO,ALB,12/11/2015 12:48,105.1,20.45,125.55,1,0,0,0,0,0,0,0
FLL,ALB,2/26/2016 10:20,105.1,20.45,125.55,1,0,0,0,0,0,0,0
FLL,ALB,2/12/2016 10:34,105.1,20.45,125.55,1,0,0,0,0,0,0,0
FLL,ALB,2/5/2016 9:10,105.1,20.45,125.55,1,0,0,0,0,0,0,0
FLL,ALB,1/29/2016 9:10,105.1,20.45,125.55,1,0,0,0,0,0,0,0
FLL,ALB,1/22/2016 9:10,105.1,20.45,125.55,1,0,0,0,0,0,0,0
FLL,ALB,1/15/2016 9:10,105.1,20.45,125.55,1,0,0,0,0,0,0,0
FLL,ALB,1/8/2016 9:10,105.1,20.45,125.55,1,0,0,0,0,0,0,0
FLL,ALB,12/25/2015 9:14,105.1,20.45,125.55,1,0,0,0,0,0,0,0
FLL,ALB,12/11/2015 9:14,105.1,20.45,125.55,1,0,0,0,0,0,0,0
MCO,ALB,2/24/2016 12:50,110.1,20.8,130.9,1,0,0,0,0,0,0,0
MCO,ALB,2/17/2016 12:27,110.1,20.8,130.9,1,0,0,0,0,0,0,0
MCO,ALB,2/14/2016 12:27,110.1,20.8,130.9,1,0,0,0,0,0,0,0
MCO,ALB,2/7/2016 12:49,110.1,20.8,130.9,1,0,0,0,0,0,0,0
MCO,ALB,1/24/2016 12:49,110.1,20.8,130.9,1,0,0,0,0,0,0,0
MCO,ALB,1/19/2016 12:49,110.1,20.8,130.9,1,0,0,0,0,0,0,0
MCO,ALB,12/28/2015 13:40,110.1,20.8,130.9,1,0,0,0,0,0,0,0
MCO,ALB,12/24/2015 13:40,110.1,20.8,130.9,1,0,0,0,0,0,0,0
FLL,ALB,2/24/2016 10:20,110.1,20.8,130.9,1,0,0,0,0,0,0,0
FLL,ALB,2/17/2016 10:34,110.1,20.8,130.9,1,0,0,0,0,0,0,0
FLL,ALB,2/14/2016 10:34,110.1,20.8,130.9,1,0,0,0,0,0,0,0
FLL,ALB,2/7/2016 9:10,110.1,20.8,130.9,1,0,0,0,0,0,0,0
FLL,ALB,2/6/2016 8:58,110.1,20.8,130.9,1,0,0,0,0,0,0,0
FLL,ALB,1/16/2016 8:58,110.1,20.8,130.9,1,0,0,0,0,0,0,0
FLL,ALB,1/10/2016 9:10,110.1,20.8,130.9,1,0,0,0,0,0,0,0
MCO,ALB,2/29/2016 12:50,138.1,22.75,160.85,1,0,0,0,0,0,0,0
MCO,ALB,2/16/2016 12:27,138.1,22.75,160.85,1,0,0,0,0,0,0,0
MCO,ALB,2/13/2016 12:27,138.1,22.75,160.85,1,0,0,0,0,0,0,0
MCO,ALB,1/31/2016 12:49,138.1,22.75,160.85,1,0,0,0,0,0,0,0
MCO,ALB,1/18/2016 12:49,138.1,22.75,160.85,1,0,0,0,0,0,0,0
MCO,ALB,1/17/2016 12:49,138.1,22.75,160.85,1,0,0,0,0,0,0,0
MCO,ALB,12/29/2015 13:40,138.1,22.75,160.85,1,0,0,0,0,0,0,0
MCO,ALB,12/26/2015 13:40,138.1,22.75,160.85,1,0,0,0,0,0,0,0
FLL,ALB,2/18/2016 10:34,138.99,22.81,161.8,1,0,0,0,0,0,0,0
FLL,ALB,1/6/2016 9:10,138.99,22.81,161.8,1,0,0,0,0,0,0,0
FLL,ALB,12/24/2015 9:14,138.99,22.81,161.8,1,0,0,0,0,0,0,0
FLL,ALB,12/18/2015 9:14,138.99,22.81,161.8,1,0,0,0,0,0,0,0
MCO,ALB,2/27/2016 12:50,149,23.51,172.51,1,0,0,0,0,0,0,0
MCO,ALB,1/16/2016 12:49,149,23.51,172.51,1,0,0,0,0,0,0,0
MCO,ALB,1/10/2016 12:49,149,23.51,172.51,1,0,0,0,0,0,0,0
MCO,ALB,1/5/2016 12:49,149,23.51,172.51,1,0,0,0,0,0,0,0
MCO,ALB,12/27/2015 13:40,149,23.51,172.51,1,0,0,0,0,0,0,0
MCO,ALB,12/21/2015 13:40,149,23.51,172.51,1,0,0,0,0,0,0,0
MCO,ALB,12/19/2015 13:40,149,23.51,172.51,1,0,0,0,0,0,0,0
MCO,ALB,12/18/2015 13:40,149,23.51,172.51,1,0,0,0,0,0,0,0
FLL,ALB,2/29/2016 10:20,158.99,24.21,183.2,1,0,0,0,0,0,0,0
FLL,ALB,2/27/2016 10:20,158.99,24.21,183.2,1,0,0,0,0,0,0,0
FLL,ALB,1/31/2016 9:10,158.99,24.21,183.2,1,0,0,0,0,0,0,0
FLL,ALB,1/24/2016 9:10,158.99,24.21,183.2,1,0,0,0,0,0,0,0
FLL,ALB,1/5/2016 9:10,158.99,24.21,183.2,1,0,0,0,0,0,0,0
MCO,ALB,2/28/2016 12:50,177.1,25.47,202.57,1,0,0,0,0,0,0,0
MCO,ALB,12/31/2015 13:40,177.1,25.47,202.57,1,0,0,0,0,0,0,0
MCO,ALB,12/30/2015 13:40,177.1,25.47,202.57,1,0,0,0,0,0,0,0
MCO,ALB,12/23/2015 13:40,177.1,25.47,202.57,1,0,0,0,0,0,0,0
MCO,ALB,12/22/2015 13:40,177.1,25.47,202.57,1,0,0,0,0,0,0,0
MCO,ALB,12/20/2015 13:40,177.1,25.47,202.57,1,0,0,0,0,0,0,0
FLL,ALB,2/23/2016 10:20,188.99,26.3,215.29,1,0,0,0,0,0,0,0
FLL,ALB,1/17/2016 9:10,188.99,26.3,215.29,1,0,0,0,0,0,0,0
FLL,ALB,12/10/2015 8:00,188.99,26.3,215.29,1,0,0,0,0,0,0,0
FLL,ALB,2/19/2016 10:34,195.98,26.79,222.77,1,0,0,0,0,0,0,0
FLL,ALB,2/15/2016 10:34,195.98,26.79,222.77,1,0,0,0,0,0,0,0
FLL,ALB,1/18/2016 9:10,195.98,26.79,222.77,1,0,0,0,0,0,0,0
FLL,ALB,12/30/2015 9:14,195.98,26.79,222.77,1,0,0,0,0,0,0,0
FLL,ALB,12/29/2015 9:14,195.98,26.79,222.77,1,0,0,0,0,0,0,0
FLL,ALB,12/28/2015 9:14,195.98,26.79,222.77,1,0,0,0,0,0,0,0
FLL,ALB,12/27/2015 9:14,195.98,26.79,222.77,1,0,0,0,0,0,0,0
FLL,ALB,12/22/2015 9:14,195.98,26.79,222.77,1,0,0,0,0,0,0,0
FLL,ALB,12/19/2015 9:14,195.98,26.79,222.77,1,0,0,0,0,0,0,0
FLL,ALB,12/26/2015 9:14,202.98,27.28,230.26,1,0,0,0,0,0,0,0
FLL,ALB,12/23/2015 9:14,202.98,27.28,230.26,1,0,0,0,0,0,0,0
MCO,ALB,2/23/2016 12:50,208.1,27.63,235.73,1,0,0,0,0,0,0,0
MCO,ALB,2/18/2016 12:27,208.1,27.63,235.73,1,0,0,0,0,0,0,0
MCO,ALB,1/4/2016 13:40,208.1,27.63,235.73,1,0,0,0,0,0,0,0
FLL,ALB,2/28/2016 10:20,219,28.4,247.4,1,0,0,0,0,0,0,0
FLL,ALB,12/13/2015 9:14,219,28.4,247.4,1,0,0,0,0,0,0,0
FLL,ALB,12/31/2015 9:14,227.19,28.97,256.16,1,0,0,0,0,0,0,0
FLL,ALB,12/21/2015 9:14,227.19,28.97,256.16,1,0,0,0,0,0,0,0
FLL,ALB,12/20/2015 9:14,227.19,28.97,256.16,1,0,0,0,0,0,0,0
FLL,ALB,1/4/2016 9:14,258.38,31.14,289.52,1,0,0,0,0,0,0,0
MCO,ALB,2/22/2016 12:27,274.1,32.24,306.34,1,0,0,0,0,0,0,0
FLL,ALB,2/22/2016 10:34,298.99,33.98,332.97,1,0,0,0,0,0,0,0
FLL,ALB,1/1/2016 9:14,310.38,34.77,345.15,1,0,0,0,0,0,0,0
MCO,ALB,2/19/2016 12:27,332.1,36.29,368.39,1,0,0,0,0,0,0,0
MCO,ALB,1/1/2016 13:40,332.1,36.29,368.39,1,0,0,0,0,0,0,0
MCO,ALB,12/14/2015 12:48,383.1,39.84,422.94,1,0,0,0,0,0,0,0
FLL,ALB,12/14/2015 9:14,398.99,40.95,439.94,1,0,0,0,0,0,0,0
FLL,ALB,2/21/2016 10:34,429.78,43.1,472.88,1,0,0,0,0,0,0,0
FLL,ALB,2/20/2016 10:34,429.78,43.1,472.88,1,0,0,0,0,0,0,0
FLL,ALB,1/3/2016 9:14,429.78,43.1,472.88,1,0,0,0,0,0,0,0
JFK,ANU,12/13/2015 9:25,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,12/10/2015 9:25,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,12/8/2015 9:25,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,12/6/2015 9:25,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,12/3/2015 9:25,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,12/1/2015 9:20,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,11/29/2015 9:20,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,11/26/2015 9:20,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,11/24/2015 9:20,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,11/22/2015 9:20,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,11/19/2015 9:20,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,11/17/2015 9:20,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,11/15/2015 9:20,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,11/10/2015 9:20,136.3,65.3,201.6,0,0,0,0,0,0,0,0
JFK,ANU,2/23/2016 9:22,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,2/21/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,2/18/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,2/7/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,2/4/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,2/2/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,1/31/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,1/28/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,1/26/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,1/24/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,1/21/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,1/19/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,1/12/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,1/10/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,1/7/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,1/5/2016 9:20,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,12/31/2015 9:15,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,12/29/2015 9:15,153.3,65.3,218.6,0,0,0,0,0,0,0,0
JFK,ANU,2/28/2016 9:15,190.3,65.3,255.6,0,0,0,0,0,0,0,0
JFK,ANU,2/25/2016 9:15,190.3,65.3,255.6,0,0,0,0,0,0,0,0
JFK,ANU,2/16/2016 9:20,190.3,65.3,255.6,0,0,0,0,0,0,0,0
JFK,ANU,2/9/2016 9:20,190.3,65.3,255.6,0,0,0,0,0,0,0,0
JFK,ANU,1/14/2016 9:20,190.3,65.3,255.6,0,0,0,0,0,0,0,0
JFK,ANU,12/15/2015 9:25,190.3,65.3,255.6,0,0,0,0,0,0,0,0
JFK,ANU,11/12/2015 9:20,190.3,65.3,255.6,0,0,0,0,0,0,0,0
JFK,ANU,1/17/2016 9:20,210.3,65.3,275.6,0,0,0,0,0,0,0,0
JFK,ANU,1/3/2016 10:59,210.3,65.3,275.6,0,0,0,0,0,0,0,0
JFK,ANU,11/8/2015 9:20,210.3,65.3,275.6,0,0,0,0,0,0,0,0
JFK,ANU,11/5/2015 8:20,233.3,65.3,298.6,0,0,0,0,0,0,0,0
JFK,ANU,12/27/2015 10:59,288.3,65.3,353.6,0,0,0,0,0,0,0,0
JFK,ANU,2/11/2016 9:20,323.3,65.3,388.6,0,0,0,0,0,0,0,0
JFK,ANU,2/14/2016 9:20,383.3,65.3,448.6,0,0,0,0,0,0,0,0
JFK,ANU,12/17/2015 9:25,383.3,65.3,448.6,0,0,0,0,0,0,0,0
JFK,ANU,12/24/2015 9:15,438.3,65.3,503.6,0,0,0,0,0,0,0,0
JFK,ANU,12/22/2015 9:15,438.3,65.3,503.6,0,0,0,0,0,0,0,0
JFK,ANU,12/20/2015 10:59,578.3,65.3,643.6,0,0,0,0,0,0,0,0
JFK,AUA,2/29/2016 10:45,220.8,37.8,258.6,0,2,3,1,1,1,0,1
JFK,AUA,2/28/2016 7:00,220.8,37.8,258.6,0,2,3,1,1,1,0,1
JFK,AUA,2/26/2016 7:00,220.8,37.8,258.6,0,2,3,1,1,1,0,1
JFK,AUA,2/25/2016 10:45,220.8,37.8,258.6,0,2,3,1,1,1,0,1
